instance_name,group,pca_1,pca_2,tsne_1,tsne_2,umap_1,umap_2
YT_Gold_033_ch1379_d11_FR_fr_20261107,Instances_Youtube,-0.600226157362486,0.5652840839544686,-37.237186,16.104761,-2.0470204,-3.3159106
YT_Gold_033_ch643_d13_GR_el_20261101,Instances_Youtube,-0.9394579996689503,0.4862236162321507,-37.02441,13.288308,-2.3680522,-2.7444978
YT_Gold_034_ch1695_d10_AE_ar_20260315,Instances_Youtube,-0.8097799770630688,0.2287397804523239,-38.106487,9.594517,-2.1752253,-2.2175145
YT_Gold_035_ch811_d6_ES_es_20260209,Instances_Youtube,-0.6890184030627243,0.3656208683435509,-40.505466,10.774934,-1.9877363,-1.8338239
YT_Gold_036_ch1558_d4_TR_tr_20260105,Instances_Youtube,-0.7177015968232252,0.059751873085633234,-32.061634,7.774823,-2.931613,-1.7800596
YT_Gold_037_ch1863_d14_FR_fr_20261209,Instances_Youtube,-1.0912848845502667,0.2993462548444583,-36.190186,6.4620996,-3.4870286,-2.2894773
YT_Gold_038_ch861_d12_RU_ru_20260401,Instances_Youtube,-1.0580136870763035,0.33464645396906767,-35.58286,7.8365507,-3.0905888,-2.3221853
YT_Gold_039_ch1505_d10_IN_hi_20260128,Instances_Youtube,-0.8765180016168438,0.2960476878822562,-41.42066,9.140955,-1.958306,-1.8749201
YT_Gold_040_ch1699_d15_GB_en_20260205,Instances_Youtube,-1.0375937674380267,0.44179748983301614,-34.749634,5.5685,-3.238371,-2.8139758
YT_Gold_041_ch1210_d16_NO_no_20260525,Instances_Youtube,-0.9493821859085467,0.39754447216674316,-35.55978,4.8578935,-3.30503,-2.6835065
YT_Gold_042_ch826_d16_HK_zh_20260801,Instances_Youtube,-0.9835762917042343,0.6436770971146555,-34.99711,13.273608,-2.8857124,-3.013195
YT_Gold_043_ch518_d4_AE_ar_20260324,Instances_Youtube,-0.5824133835258727,0.16107571188879533,-31.371843,10.033734,-2.7901776,-1.7580805
YT_Gold_044_ch1318_d6_ID_id_20260313,Instances_Youtube,-0.523824596102911,0.36717621421396496,-32.024693,14.260831,-2.7218807,-2.8977344
YT_Gold_045_ch1786_d13_DE_de_20260412,Instances_Youtube,-0.7929457027489429,0.5492156060865254,-40.467228,13.9111395,-1.4439111,-2.6771827
YT_Gold_046_ch941_d6_SE_sv_20261007,Instances_Youtube,-0.6324135480191162,0.4011520750089719,-31.782032,13.318288,-2.6801748,-2.7014701
YT_Gold_047_ch405_d15_UA_uk_20261020,Instances_Youtube,-1.054220944485396,0.2918489358867422,-36.69528,6.2146716,-3.5017817,-2.3045847
YT_Gold_048_ch1193_d11_FI_fi_20261123,Instances_Youtube,-0.9523533380752619,0.4533024209093022,-36.329655,10.240773,-2.4870653,-2.256718
YT_Gold_049_ch951_d11_DK_da_20261201,Instances_Youtube,-0.7455093870040514,0.24921292655697314,-39.530003,12.240232,-1.9406025,-2.4347231
YT_Gold_050_ch1078_d11_FR_fr_20261125,Instances_Youtube,-0.6558132462090389,0.4754656800997059,-33.832653,15.103092,-2.552478,-3.330207
YT_Gold_052_ch1616_d7_RO_ro_20261224,Instances_Youtube,-0.7584343738902715,0.2910843730226873,-33.974762,10.399543,-2.6574717,-1.8941537
YT_Gold_053_ch536_d4_VN_vi_20260430,Instances_Youtube,-0.5178830725680855,0.15403443802537709,-31.136417,11.534908,-2.704651,-1.9529927
YT_Gold_054_ch876_d7_UA_uk_20260711,Instances_Youtube,-0.6202477763524764,0.38796633068424224,-32.177525,13.559904,-2.6246965,-2.73777
YT_Gold_055_ch1051_d5_US_en_20261002,Instances_Youtube,-0.5224738719152652,0.25132288468834174,-32.331696,11.836724,-2.6357985,-2.002996
YT_Gold_057_ch1349_d17_BR_pt_20260521,Instances_Youtube,-0.9120546441636092,0.7126005239549902,-37.356476,14.671164,-2.109753,-3.1158419
YT_Gold_058_ch1502_d9_TW_zh_20261002,Instances_Youtube,-0.6276080863976601,0.36680971730368195,-32.81981,14.942922,-2.7576723,-3.2522502
